param_04,param_01,param_03,command_id,param_05,param_07,param_02,command_type,param_08,drama_id,param_06
"",0.5,"",12030042,"","","",93,"",203,""
nyx_cmn_05,103231,0,12030043,1,0.2,nyx_lookup,3,"",203,0.2
"",2,"",12030044,"","","",93,"",203,""
"",103231,1,12030045,"","",1,12,"",203,""
"",3,"",12030046,"","",1,4,"",203,""
"",103431,"",12030047,"","",1,4,"",203,""
"",3,0,12030048,"","",nyx_203_yukari_04,3,"",203,0.2
"",103431,0,12030049,"","",nyx_203_yukari_04,3,"",203,0.2
0.67,3,-10,12030050,0,"",-245,2,"",203,""
0.67,103431,-10,12030051,0,"",-245,2,"",203,""
"",0.67,"",12030052,"","","",93,"",203,""
"",0.83,"",12030053,"","","",93,"",203,""
0.5,3,-10,12030054,0,"",-265,2,"",203,""
0.5,103431,-10,12030055,0,"",-265,2,"",203,""
"",0.5,"",12030056,"","","",93,"",203,""
0.67,3,-10,12030057,0,"",-328,2,"",203,""
0.67,103431,-10,12030058,0,"",-328,2,"",203,""
"",103231,1,12030059,"","",nyx_cmn_04,3,"",203,0.2
nyx_idle_sad,104831,0,12030060,1,0.2,nyx_lookup,3,"",203,0.2
"",0.67,"",12030061,"","","",93,"",203,""
0.67,3,-10,12030062,0,"",-330,2,"",203,""
0.67,103431,-10,12030063,0,"",-330,2,"",203,""
"",0.67,"",12030064,"","","",93,"",203,""
nyx_203_yukari_06,3,0,12030065,1,"",nyx_203_yukari_05,3,"",203,0.2
nyx_203_yukari_06,103431,0,12030066,1,"",nyx_203_yukari_05,3,"",203,0.2
"",0.66,"",12030067,"","","",93,"",203,""
"",104831,1,12030068,"","",12,12,"",203,""
"",2,"",12030069,"","","",93,"",203,""
"",103431,1,12030070,"","",9,12,"",203,""
nyx_talk_sad,104631,0,12030071,1,0.2,nyx_lookup,3,"",203,0.2
"",3,"",12030072,"","",0,4,"",203,""
"",103431,"",12030073,"","",0,4,"",203,""
"",3,0,12030074,"","",nyx_203_yukari_04,3,"",203,0.2
"",103431,0,12030075,"","",nyx_203_yukari_04,3,"",203,0.2
0.67,3,-10,12030076,0,"",-285,2,"",203,""
0.67,103431,-10,12030077,0,"",-285,2,"",203,""
"",0.67,"",12030078,"","","",93,"",203,""
"",0.83,"",12030079,"","","",93,"",203,""
0.5,3,-10,12030080,0,"",-265,2,"",203,""
0.5,103431,-10,12030081,0,"",-265,2,"",203,""
"",0.5,"",12030082,"","","",93,"",203,""
0.67,3,-10,12030083,0,"",-202,2,"",203,""
0.67,103431,-10,12030084,0,"",-202,2,"",203,""
"",104631,1,12030085,"","",5,12,"",203,""
"",0.67,"",12030086,"","","",93,"",203,""
0.67,3,-10,12030087,0,"",-200,2,"",203,""
0.67,103431,-10,12030088,0,"",-200,2,"",203,""
"",0.67,"",12030089,"","","",93,"",203,""
"",3,1,12030090,"","",nyx_203_yukari_05,3,"",203,0.2
"",103431,1,12030091,"","",nyx_203_yukari_05,3,"",203,0.2
"",0.66,"",12030092,"","","",93,"",203,""
"",104631,1,12030093,"","",nyx_idle_sad,3,"",203,0.2
"",103431,1,12030094,"","",6,12,"",203,""
"",3,"",12030095,"","",0,4,"",203,""
"",103431,"",12030096,"","",0,4,"",203,""
"",1,"",12030097,"","","",93,"",203,""
"",12030039,"",12030098,"","","",101,"",203,""
121.8,1,110,12040001,28.5,1,104831,1,nyx_204_mifuyu_01,204,1.2
121.8,2,120,12040002,28.5,1,2,5,nyx_204_mifuyu_01,204,1.2
-278,1,110,12040003,-286.1,0,103431,1,nyx_idle_normal,204,1.2
283.5,1,140,12040004,-286.1,1,104631,1,nyx_idle_normal,204,1.2
-413,1,110,12040005,-286.1,0,103231,1,nyx_idle_normal,204,1.2
0,2,0,12040006,1,"",1,31,"",204,1
109,3,130,12040007,-278,0,3,5,nyx_yagura_up_harf,204,1.2
34,14,-111,12040008,1,"",2,31,"",204,1
"",bgm_M347,"",12040009,"","",bgm_M347,25,"",204,""
"",2,"",12040010,"","","",93,"",204,""
"",104831,1,12040011,"","",nyx_204_mifuyu_01,3,"",204,0.2
"",2,1,12040012,"","",nyx_204_mifuyu_01,3,"",204,0.2
"",104831,10,12040013,"","","드디어 완성…\n해버렸네…",11,"",204,0
"",0.2,"",12040014,"","","",93,"",204,""
nyx_204_akino_01_loop,104631,0,12040015,1,0.2,nyx_lookup,3,"",204,0.2
"",0.5,"",12040016,"","","",93,"",204,""
"",104831,1,12040017,"","",nyx_204_mifuyu_02,3,"",204,0.2
"",2,1,12040018,"","",nyx_204_mifuyu_02,3,"",204,0.2
"",12040013,"",12040019,"","","",91,"",204,""
"",104831,10,12040020,"","","설계 단계보다\n명백하게 기능이\n늘어났어…",11,"",204,0
"",1.5,"",12040021,"","","",93,"",204,""
nyx_lookup_loop,103431,0,12040022,1,0.2,nyx_lookup,3,"",204,0.2
"",12040020,"",12040023,"","","",91,"",204,""
"",0.2,"",12040024,"","","",93,"",204,""
"",103231,0,12040025,"","",nyx_204_akino_01,3,"",204,0.2
"",103231,10,12040026,"","","놀랐지!\n이것이야말로 우리\n아이디어의 결정체!",11,"",204,""
"",1,"",12040027,"","","",93,"",204,""
"",103231,1,12040028,"","",nyx_204_akino_02,3,"",204,0.2
"",12040026,"",12040029,"","","",91,"",204,""
"",0.5,"",12040030,"","","",93,"",204,""
"",104831,10,12040031,"","","응, 놀랐어…\n설마 이렇게나\n제멋대로 할 줄이야",11,"",204,0
"",0.2,"",12040032,"","","",93,"",204,""
"",104831,1,12040033,"",0.2,nyx_204_mifuyu_03,3,"",204,0.2
"",2,1,12040034,"",0.2,nyx_204_mifuyu_03,3,"",204,0.2
"",3,"",12040035,"","","",93,"",204,""
"",12040031,"",12040036,"","","",91,"",204,""
"",104631,1,12040037,"","",nyx_talk_sad,3,"",204,""
"",104631,10,12040038,"","","어, 어째서\n떠는 거냥?\n미후유…",11,"",204,""
"",0,"",12040039,"","","",91,"",204,""
nyx_204_mifuyu_05,104831,0,12040040,1,0.3,nyx_204_mifuyu_04,3,"",204,0.3
nyx_204_mifuyu_05,2,0,12040041,1,0.3,nyx_204_mifuyu_04,3,"",204,0.3
"",104831,10,12040042,"","","당연해요!\n뭐죠, 이\n쓸모없기만 한 기능!",11,"",204,0
"",0.6,"",12040043,"","","",93,"",204,""
nyx_idle_surprise2,104631,0,12040044,1,0.2,cmn_shock_def_N,3,"",204,0.3
nyx_idle_sad,103431,0,12040045,1,0.2,cmn_shock_def_N,3,"",204,0.3
nyx_idle_surprise1,103231,0,12040046,1,0.2,cmn_shock_def_N,3,"",204,0.3
"",1.5,"",12040047,"","","",93,"",204,""
"",12040042,"",12040048,"","","",91,"",204,""
"",104831,10,12040049,"","","어딜 봐도\n쓸모없는 것투성이…\n너무 비효율적이야…!",11,"",204,0
"",0,"",12040050,"","","",91,"",204,""
"",103431,1,12040051,"",0.3,nyx_talk_sad,3,"",204,0.3
"",103431,10,12040052,"","","지, 진정해\n미후유 씨…\n어쩔 수 없었어…",11,"",204,""
"",0,"",12040053,"","","",91,"",204,""
"",104831,10,12040054,"","","이런 걸\n진정할 수 있을 리가\n없잖아!",11,"",204,0
"",2.7,"",12040055,"","","",93,"",204,""
"",103431,1,12040056,"",0.3,nyx_cmn_03,3,"",204,0.3
nyx_204_mifuyu_06,104831,0,12040057,1,0.3,nyx_204_mifuyu_07,3,"",204,0.3
nyx_204_mifuyu_06,2,0,12040058,1,0.3,nyx_204_mifuyu_07,3,"",204,0.3
"",12040052,"",12040059,"","","",91,"",204,""
"",0.5,"",12040060,"","","",93,"",204,""
"",103431,1,12040061,"","",0,4,"",204,""
"",0.5,"",12040062,"","","",93,"",204,""
"",103431,1,12040063,"","",2,12,"",204,""
"",1.5,"",12040064,"","","",93,"",204,""
"",104631,1,12040065,"","",17,12,"",204,""
"",104631,1,12040066,"",0.3,nyx_talk_sad,3,"",204,0.3
"",1.5,"",12040067,"","","",93,"",204,""
"",103431,1,12040068,"","",1,4,"",204,""
"",104631,1,12040069,"",0.3,nyx_idle_sad,3,"",204,0.3
"",0.2,"",12040070,"","","",93,"",204,""
"",103231,1,12040071,"","",7,12,"",204,""
cmn_pose02_def_N,103231,0,12040072,1,0.2,nyx_talk_joy1,3,"",204,0.3
"",0.1,"",12040073,"","","",93,"",204,""
"",103431,1,12040074,"",0.3,nyx_talk_sad,3,"",204,0.3
"",2,"",12040075,"","","",93,"",204,""
"",104831,1,12040076,"","",15,12,"",204,""
"",2,"",12040077,"","","",93,"",204,""
"",12040061,"",12040078,"","",1,101,"",204,""
-135,1,110,13010001,-277,0,111031,1,nyx_301_yuni_01,301,1.2
0,3,0,13010002,1,"",1,31,"",301,1
-195,17,40,13010003,1,"",2,31,"",301,1
-195,18,40,13010004,1,"",3,31,"",301,0
-195,19,40,13010005,1,"",4,31,"",301,0
"",bgm_M347,"",13010006,"","",bgm_M347,25,"",301,""
"",2,"",13010007,"","","",93,"",301,""
"",111031,10,13010008,"","","단짝X…\n그건 실로\n낭만의 결정체였어…",11,"",301,""
"",0,"",13010009,"","",1,91,"",301,""
"",111031,10,13010010,"","","그 이노베이션에서\n얻은 자극은 형태로\n남겨둬야 해…",11,"",301,""
"",0,"",13010011,"","",1,91,"",301,""
"",0.6,"",13010012,"","","",93,"",301,""
"",111031,1,13010013,"","",nyx_103_yuni_02,3,"",301,0.2
"",111031,10,13010014,"","","그런 이유로\n단짝X의 잔해를\n모아봤다만",11,"",301,""
"",0,"",13010015,"","",1,91,"",301,""
nyx_idle_normal,111031,0,13010016,"",0.2,cmn_pose02_def_N,3,"",301,0.2
"",111031,10,13010017,"","","이걸 고쳐서\n그저 재조립해봤자\n모조품에 지나지 않아",11,"",301,""
"",0,"",13010018,"","",1,91,"",301,""
nyx_103_yuni_04,111031,0,13010019,1,"",nyx_103_yuni_03,3,"",301,0.2
"",111031,10,13010020,"","","독자적인 수리를 하겠어\n기체의 축소화, 그리고\n각종 기능을 개량하는 거다",11,"",301,""
"",0,"",13010021,"","",1,91,"",301,""
"",111031,1,13010022,"","",cmn_pose02_def_N,3,"",301,0.2
"",111031,10,13010023,"","","음, 한마디로\n붕어빵에 보리 음료\n이다만…",11,"",301,""
"",0,"",13010024,"","","",91,"",301,""
"",0.5,"",13010025,"","","",93,"",301,""
"",111031,1,13010026,"","",nyx_301_yuni_03,3,"",301,0.2
"",111031,10,13010027,"","","아니, 애초에 어째서\n붕어빵과 보리 음료가\n들어있었는지",11,"",301,""
"",0,"",13010028,"","",1,91,"",301,""
"",111031,10,13010029,"","","…이해하기 어려워\n우선 거기서부터 생각할\n필요가 있을 거 같군",11,"",301,""
"",0,"",13010030,"","",1,91,"",301,""
"",111031,1,13010031,"","",nyx_301_yuni_01,3,"",301,0.2
"",111031,10,13010032,"","","어떠한 난제든\n나의 지적 탐구심이\n가만있지 못한다고 할 수 있지",11,"",301,""
"",0,"",13010033,"","","",91,"",301,""
"",2,"",13010034,"","","",93,"",301,""
"",111031,"",13010035,"","",1,4,"",301,""
"",111031,1,13010036,"","",cmn_walk_def_N,3,"",301,0.2
1.5,111031,-277,13010037,"","",-230,2,"",301,""
"",1.5,"",13010038,"","","",93,"",301,""
nyx_idle_normal,111031,0,13010039,1,0.2,nyx_301_yuni_02,3,"",301,0.2
"",3,"",13010040,"","","",93,"",301,""
"",111031,"",13010041,"","",0,4,"",301,""
"",111031,1,13010042,"","",cmn_walk_def_N,3,"",301,0.2
1.5,111031,-277,13010043,"","",-95,2,"",301,""
"",1.5,"",13010044,"","","",93,"",301,""
"",111031,1,13010045,"","",12,12,"",301,""
nyx_idle_normal,111031,0,13010046,1,0.2,nyx_301_yuni_02,3,"",301,0.2
"",0.4,"",13010047,"","","",93,"",301,""
"",3,"",13010048,"","",1,32,"",301,""
"",2.6,"",13010049,"","","",93,"",301,""
"",111031,"",13010050,"","",1,4,"",301,""
"",111031,1,13010051,"","",cmn_walk_def_N,3,"",301,0.2
1.5,111031,-277,13010052,"","",-230,2,"",301,""
"",1.5,"",13010053,"","","",93,"",301,""
"",111031,1,13010054,"","",13,12,"",301,""
nyx_idle_normal,111031,0,13010055,1,0.2,nyx_301_yuni_02,3,"",301,0.2
"",3,"",13010056,"","","",93,"",301,""
"",111031,"",13010057,"","",0,4,"",301,""
"",111031,1,13010058,"","",cmn_walk_def_N,3,"",301,0.2
1.5,111031,-277,13010059,"","",-95,2,"",301,""
"",1.5,"",13010060,"","","",93,"",301,""
nyx_idle_normal,111031,0,13010061,1,0.2,nyx_301_yuni_02,3,"",301,0.2
"",0.4,"",13010062,"","","",93,"",301,""
"",4,"",13010063,"","",1,32,"",301,""
"",2.6,"",13010064,"","","",93,"",301,""
"",111031,"",13010065,"","",1,4,"",301,""
"",111031,1,13010066,"","",cmn_walk_def_N,3,"",301,0.2
1.5,111031,-277,13010067,"","",-230,2,"",301,""
"",1.5,"",13010068,"","","",93,"",301,""
nyx_idle_normal,111031,0,13010069,1,0.2,nyx_301_yuni_02,3,"",301,0.2
"",3,"",13010070,"","","",93,"",301,""
"",111031,"",13010071,"","",0,4,"",301,""
"",111031,1,13010072,"","",cmn_walk_def_N,3,"",301,0.2
4,111031,-277,13010073,"","",165,2,"",301,""
"",4,"",13010074,"","","",93,"",301,""
"",111031,1,13010075,"","",12,12,"",301,""
nyx_idle_normal,111031,0,13010076,1,0.2,nyx_301_yuni_02,3,"",301,0.2
"",3,"",13010077,"","","",93,"",301,""
"",111031,"",13010078,"","",1,4,"",301,""
"",111031,1,13010079,"","",cmn_walk_def_N,3,"",301,0.2
4,111031,-277,13010080,"","",-230,2,"",301,""
"",4,"",13010081,"","","",93,"",301,""
"",111031,1,13010082,"","",17,12,"",301,""
nyx_idle_normal,111031,0,13010083,1,0.2,cmn_pose02_def_N,3,"",301,0.2
"",4,"",13010084,"","","",93,"",301,""
"",111031,"",13010085,"","",0,4,"",301,""
"",111031,1,13010086,"","",cmn_walk_def_N,3,"",301,0.2
4,111031,-277,13010087,"","",165,2,"",301,""
"",4,"",13010088,"","","",93,"",301,""
nyx_303_yuni_01,111031,0,13010089,0,0.2,nyx_301_yuni_02,3,"",301,0.2
"",2.4,"",13010090,"","","",93,"",301,""
"",111031,1,13010091,"","",7,12,"",301,""
"",1.6,"",13010092,"","","",93,"",301,""
"",111031,"",13010093,"","",1,4,"",301,""
"",111031,1,13010094,"","",cmn_walk_def_N,3,"",301,0.2
4,111031,-277,13010095,"","",-230,2,"",301,""
"",4,"",13010096,"","","",93,"",301,""
"",111031,1,13010097,"","",2,12,"",301,""
cmn_pose02_def_N,111031,0,13010098,1,0.2,nyx_301_yuni_02,3,"",301,0.2
"",4,"",13010099,"","","",93,"",301,""
"",13010071,"",13010100,"","","",101,"",301,""
4000,1,110,13020001,-277,1,111031,1,nyx_idle_normal,302,1.2
-200,2,120,13020002,-277,1,2,5,NoItem,302,1.2
0,3,0,13020003,1,"",1,31,"",302,1
-240,20,-110,13020004,1,"",3,31,"",302,0
-195,21,40,13020005,1.2,"",4,31,"",302,1
"",bgm_M347,"",13020006,"","",bgm_M347,25,"",302,""
"",2,"",13020007,"","","",93,"",302,""
nyx_idle_normal,111031,0,13020008,1,0.2,nyx_302_yuni_01,3,"",302,""
0,111031,-277,13020009,"","",-200,2,"",302,""
0,2,-279,13020010,"","",-200,2,"",302,""
"",111031,10,13020011,"","","…푸하~!",11,"",302,""
"",0,"",13020012,"","","",93,"",302,""
"",3,"",13020013,"","",1,32,"",302,""
"",13020011,"",13020014,"","","",91,"",302,""
"",111031,10,13020015,"","","이런 이런\n재료의 산에 파묻힐\n뻔했어",11,"",302,""
"",0,"",13020016,"","","",91,"",302,""
NoItem,2,0,13020017,1,"",nyx_302_yuni_02,3,"",302,0.2
nyx_idle_normal,111031,0,13020018,1,0.2,nyx_302_yuni_02,3,"",302,0.2
"",111031,10,13020019,"","","하지만 뜻밖의 좋은 결과로\n찾고 있던 부품을\n우연히 발견했지",11,"",302,""
"",5,"",13020020,"","","",93,"",302,""
"",111031,"",13020021,"","",0,4,"",302,""
"",111031,1,13020022,"","",nyx_cmn_03,3,"",302,0.2
"",111031,10,13020023,"","","음… 이것은 요행\n이렇게 된 바에는 다시\n잠항해볼까…",11,"",302,""
"",0,"",13020024,"","","",91,"",302,""
"",111031,1,13020025,"","",nyx_301_yuni_01,3,"",302,0.2
"",111031,10,13020026,"","","의외로 의미가 있는 일이야\n재료 다이빙이라는\n신종 탐색 행동은",11,"",302,""
"",0,"",13020027,"","",1,91,"",302,""
"",111031,10,13020028,"","","뭐, 만일 여기 빠진다고 해도\n후배들 중 누군가가\n분명 눈치챌 테지",11,"",302,""
"",0,"",13020029,"","",1,91,"",302,""
nyx_302_yuni_04,111031,0,13020030,1,"",nyx_302_yuni_03,3,"",302,0.2
"",111031,10,13020031,"","","아무튼 간에\n자, 가볼까!",11,"",302,""
"",0,"",13020032,"","",1,91,"",302,""
"",1.5,"",13020033,"","","",93,"",302,""
"",111031,10,13020034,"","","음. 너무 안쪽으로 들어왔군\n이건… 나갈 수가 없어!\n누가 좀~! 누가 좀~!",11,"",302,""
"",0,"",13020035,"","","",91,"",302,""
"",6,"",13020036,"","","",93,"",302,""
"",111031,1,13020037,"","",2,12,"",302,""
"",4,"",13020038,"","","",93,"",302,""
"",111031,1,13020039,"","",4,12,"",302,""
"",4,"",13020040,"","","",93,"",302,""
"",13020036,"",13020041,"","","",101,"",302,""
49,1,110,13030001,-221.5,1,111031,1,nyx_303_yuni_07,303,1.2
0,4,0,13030002,1,"",1,31,"",303,1
"",bgm_M347,"",13030003,"","",bgm_M347,25,"",303,""
"",2,"",13030004,"","","",93,"",303,""
"",111031,10,13030005,"","","음, 우여곡절은\n있었지만 무사히 완성…\n이라고 할까",11,"",303,""
"",0,"",13030006,"","","",91,"",303,""
"",111031,1,13030007,"","",nyx_303_yuni_01_noshadow,3,"",303,0.2
"",111031,10,13030008,"","","후후후… 내가 한 일이지만\n납득이 가는 성과…",11,"",303,""
"",0,"",13030009,"","","",91,"",303,""
"",111031,10,13030010,"","","외관의 완성도는\n물론이거니와\n중시해야 할 것은 기능이다",11,"",303,""
"",0,"",13030011,"","","",91,"",303,""
"",111031,1,13030012,"","",nyx_303_yuni_03,3,"",303,0.2
"",111031,10,13030013,"","","시험 삼아 동작 테스트를\n해보도록 하지",11,"",303,""
"",0,"",13030014,"","","",91,"",303,""
nyx_303_yuni_04,111031,0,13030015,1,0.2,nyx_303_yuni_02,3,"",303,0.2
"",3,"",13030016,"","","",93,"",303,""
"",111031,1,13030017,"","",nyx_303_yuni_07,3,"",303,0.2
"",111031,10,13030018,"","","음…\n표정을 영사하는 동작에\n문제는 없는 것 같군",11,"",303,""
"",0,"",13030019,"","","",91,"",303,""
nyx_303_yuni_04,111031,0,13030020,1,0.2,nyx_303_yuni_09,3,"",303,0.2
"",111031,10,13030021,"","","다음은 어느 기능을\n시험해볼까…",11,"",303,""
"",0,"",13030022,"","","",91,"",303,""
"",0.5,"",13030023,"","","",93,"",303,""
"",111031,10,13030024,"","","일단 적당한\n스위치를… 어이쿠\n이 버튼은 안 되지",11,"",303,""
"",1.5,"",13030025,"","","",93,"",303,""
"",111031,0,13030026,"","",nyx_303_yuni_02,3,"",303,0.2
"",1,"",13030027,"","","",93,"",303,""
nyx_303_yuni_05,111031,0,13030028,1,"",nyx_303_yuni_06,3,"",303,0.2
"",2,"",13030029,"","","",93,"",303,""
"",111031,10,13030030,"","","…위험해 위험해\n자폭 장치를 기동할\n뻔했어",11,"",303,""
"",0.1,"",13030031,"","","",93,"",303,""
"",111031,1,13030032,"","",nyx_303_yuni_08,3,"",303,0.2
"",13030030,"",13030033,"","","",91,"",303,""
"",2,"",13030034,"","","",93,"",303,""
nyx_303_yuni_04,111031,0,13030035,1,0.2,nyx_303_yuni_09,3,"",303,0.2
"",2,"",13030036,"","","",93,"",303,""
nyx_303_yuni_03,111031,0,13030037,1,0.2,nyx_303_yuni_02,3,"",303,0.2
"",1.8,"",13030038,"","","",93,"",303,""
"",111031,1,13030039,"","",6,12,"",303,""
"",3.2,"",13030040,"","","",93,"",303,""
nyx_303_yuni_04,111031,0,13030041,1,0.2,nyx_303_yuni_09,3,"",303,0.2
"",2,"",13030042,"","","",93,"",303,""
nyx_303_yuni_08,111031,0,13030043,1,0.2,nyx_303_yuni_02,3,"",303,0.2
"",1.8,"",13030044,"","","",93,"",303,""
"",111031,1,13030045,"","",2,12,"",303,""
"",1.2,"",13030046,"","","",93,"",303,""
"",13030034,"",13030047,"","","",101,"",303,""
