id,maximum_chunk_size_1,maximum_chunk_size_loop_3,gacha_id,maximum_chunk_size_3,end_time,introduction_number,maximum_chunk_size_2,start_time,maximum_chunk_size_loop_1,maximum_chunk_size_loop_2
281,380000,0,30288,0,"2024/12/08 14:59:59",1,0,"2024/11/28 15:00:00",380000,0
282,380000,0,30289,0,"2024/12/12 14:59:59",1,0,"2024/12/08 15:00:00",380000,0
283,380000,0,30290,0,"2024/12/21 14:59:59",1,0,"2024/12/12 15:00:00",380000,0
284,380000,0,50291,0,"2024/12/24 14:59:59",2,380000,"2024/12/21 15:00:00",0,380000
285,380000,0,30292,0,"2024/12/27 14:59:59",1,0,"2024/12/24 15:00:00",380000,0
286,380000,0,30293,0,"2025/01/07 14:59:59",1,0,"2024/12/27 15:00:00",380000,0
287,380000,0,30294,0,"2025/01/09 14:59:59",1,0,"2025/01/07 15:00:00",380000,0
288,380000,0,30295,0,"2025/01/16 14:59:59",1,0,"2025/01/09 15:00:00",380000,0
289,380000,0,30296,0,"2025/01/21 14:59:59",1,0,"2025/01/16 15:00:00",380000,0
290,380000,0,30297,0,"2025/01/24 14:59:59",1,0,"2025/01/21 15:00:00",380000,0
291,380000,0,50298,0,"2025/01/27 14:59:59",2,380000,"2025/01/24 15:00:00",0,380000
292,380000,0,30299,0,"2025/02/06 14:59:59",1,0,"2025/01/27 15:00:00",380000,0
293,380000,0,30300,0,"2025/02/09 14:59:59",1,0,"2025/02/06 15:00:00",380000,0
294,380000,0,30301,0,"2025/02/17 14:59:59",1,0,"2025/02/09 15:00:00",380000,0
295,380000,0,30302,0,"2025/02/20 14:59:59",1,0,"2025/02/17 15:00:00",380000,0
296,380000,0,30303,0,"2025/02/25 14:59:59",1,0,"2025/02/20 15:00:00",380000,0
297,380000,0,30304,0,"2025/03/09 14:59:59",1,0,"2025/02/25 15:00:00",380000,0
298,380000,0,30306,0,"2025/03/13 14:59:59",1,0,"2025/03/09 15:00:00",380000,0
299,380000,0,30305,0,"2025/03/13 14:59:59",1,0,"2025/03/09 15:00:00",380000,0
300,380000,0,40011,0,"2025/03/20 14:59:59",1,0,"2025/03/13 15:00:00",380000,0
301,380000,0,30308,0,"2025/03/28 14:59:59",1,0,"2025/03/20 15:00:00",380000,0
302,380000,0,50309,0,"2025/04/01 14:59:59",2,380000,"2025/03/28 15:00:00",0,380000
303,380000,0,30310,0,"2025/04/08 14:59:59",1,0,"2025/04/01 15:00:00",380000,0
304,380000,0,30311,0,"2025/04/15 14:59:59",1,0,"2025/04/08 15:00:00",380000,0
305,380000,0,30313,0,"2025/04/25 14:59:59",1,0,"2025/04/15 15:00:00",380000,0
306,380000,0,30312,0,"2025/04/19 14:59:59",1,0,"2025/04/15 15:00:00",380000,0
307,380000,0,30314,0,"2025/04/25 14:59:59",1,0,"2025/04/19 15:00:00",380000,0
308,380000,0,30315,0,"2025/04/30 14:59:59",1,0,"2025/04/25 15:00:00",380000,0
309,380000,0,30316,0,"2025/05/12 14:59:59",1,0,"2025/04/30 15:00:00",380000,0
310,380000,0,30318,0,"2025/05/15 14:59:59",1,0,"2025/05/12 15:00:00",380000,0
311,380000,0,30317,0,"2025/05/15 14:59:59",1,0,"2025/05/12 15:00:00",380000,0
312,380000,0,30319,0,"2025/05/25 14:59:59",1,0,"2025/05/15 15:00:00",380000,0
313,380000,0,30320,0,"2025/05/29 14:59:59",1,0,"2025/05/25 15:00:00",380000,0
314,380000,0,50321,0,"2025/06/01 14:59:59",2,380000,"2025/05/29 15:00:00",0,380000
315,380000,0,30322,0,"2025/06/13 14:59:59",1,0,"2025/06/01 15:00:00",380000,0
316,380000,0,30323,0,"2025/06/13 14:59:59",1,0,"2025/06/08 15:00:00",380000,0
317,380000,0,30324,0,"2025/06/26 14:59:59",1,0,"2025/06/13 15:00:00",380000,0
318,380000,0,30325,0,"2025/06/30 14:59:59",1,0,"2025/06/26 15:00:00",380000,0
319,380000,0,30326,0,"2025/07/10 14:59:59",1,0,"2025/06/30 15:00:00",380000,0
320,380000,0,30327,0,"2025/07/15 14:59:59",1,0,"2025/07/10 15:00:00",380000,0
321,380000,0,30328,0,"2025/07/25 14:59:59",1,0,"2025/07/15 15:00:00",380000,0
322,380000,0,30329,0,"2025/07/25 14:59:59",1,0,"2025/07/20 15:00:00",380000,0
323,380000,0,30330,0,"2025/07/29 14:59:59",1,0,"2025/07/25 15:00:00",380000,0
324,380000,0,50331,0,"2025/08/01 14:59:59",2,380000,"2025/07/29 15:00:00",0,380000
325,380000,0,30332,0,"2025/08/13 14:59:59",1,0,"2025/08/01 15:00:00",380000,0
326,380000,0,30333,0,"2025/08/13 14:59:59",1,0,"2025/08/09 15:00:00",380000,0
327,380000,0,30334,0,"2025/08/24 14:59:59",1,0,"2025/08/13 15:00:00",380000,0
328,380000,0,30335,0,"2025/08/29 14:59:59",1,0,"2025/08/21 15:00:00",380000,0
329,380000,0,30337,0,"2025/09/10 14:59:59",1,0,"2025/08/29 15:00:00",380000,0
330,380000,0,30338,0,"2025/09/10 14:59:59",1,0,"2025/09/07 15:00:00",380000,0
331,380000,0,30339,0,"2025/09/15 14:59:59",1,0,"2025/09/10 15:00:00",380000,0
332,380000,0,40012,0,"2025/09/23 14:59:59",1,0,"2025/09/15 15:00:00",380000,0
333,380000,0,50341,0,"2025/09/26 14:59:59",2,380000,"2025/09/23 15:00:00",0,380000
334,380000,0,30342,0,"2025/10/01 14:59:59",1,0,"2025/09/26 15:00:00",380000,0
338,380000,0,30347,0,"2025/10/31 14:59:59",1,0,"2025/10/26 15:00:00",380000,0
339,380000,0,30346,0,"2025/10/31 14:59:59",1,0,"2025/10/26 15:00:00",380000,0
340,380000,0,30348,0,"2025/11/10 14:59:59",1,0,"2025/10/31 15:00:00",380000,0
341,380000,0,30350,0,"2025/11/18 14:59:59",1,0,"2025/11/10 15:00:00",380000,0
342,380000,0,30349,0,"2025/10/10 14:59:59",1,0,"2025/10/01 15:00:00",380000,0
343,380000,0,30351,0,"2025/10/19 14:59:59",1,0,"2025/10/10 15:00:00",380000,0
344,380000,0,30352,0,"2025/11/28 14:59:59",1,0,"2025/11/18 15:00:00",380000,0
345,380000,0,30353,0,"2025/10/26 14:59:59",1,0,"2025/10/19 15:00:00",380000,0
346,380000,0,50354,0,"2025/12/01 14:59:59",2,380000,"2025/11/28 15:00:00",0,380000
347,380000,0,30355,0,"2025/12/12 14:59:59",1,0,"2025/12/01 15:00:00",380000,0
348,380000,0,30357,0,"2025/12/19 14:59:59",1,0,"2025/12/12 15:00:00",380000,0
349,380000,0,30356,0,"2025/12/19 14:59:59",1,0,"2025/12/12 15:00:00",380000,0
350,380000,0,30358,0,"2025/12/27 14:59:59",1,0,"2025/12/19 15:00:00",380000,0
351,380000,0,30359,0,"2025/12/31 14:59:59",1,0,"2025/12/27 15:00:00",380000,0
352,380000,0,30360,0,"2026/01/09 14:59:59",1,0,"2025/12/31 15:00:00",380000,0
353,380000,0,30362,0,"2026/01/15 14:59:59",1,0,"2026/01/09 15:00:00",380000,0
354,380000,0,30361,0,"2026/01/15 14:59:59",1,0,"2026/01/09 15:00:00",380000,0
355,380000,0,30363,0,"2026/01/22 14:59:59",1,0,"2026/01/15 15:00:00",380000,0
356,380000,0,30364,0,"2026/01/30 14:59:59",1,0,"2026/01/22 15:00:00",380000,0
357,380000,0,50365,0,"2026/02/02 14:59:59",2,380000,"2026/01/30 15:00:00",0,380000
358,380000,0,30366,0,"2026/02/13 14:59:59",1,0,"2026/02/02 15:00:00",380000,0
359,380000,0,30367,0,"2026/02/13 14:59:59",1,0,"2026/02/08 15:00:00",380000,0
360,380000,0,30368,0,"2026/02/18 14:59:59",1,0,"2026/02/13 15:00:00",380000,0
361,380000,0,30369,0,"2026/02/27 14:59:59",1,0,"2026/02/18 15:00:00",380000,0
362,380000,0,30370,0,"2026/03/09 23:59:59",1,0,"2026/02/27 15:00:00",380000,0
363,380000,0,40013,0,"2026/03/19 14:59:59",1,0,"2026/03/09 15:00:00",380000,0
364,380000,0,30371,0,"2026/03/13 14:59:59",1,0,"2026/03/09 15:00:00",380000,0
